Rank,University,Overall,Teaching,Research,Citations,Industry_income,International_outlook
351–400,Hanyang University,42.4–44.4,39.1,40.0,40.1,92.3,62.3
351–400,Hasselt University,42.4–44.4,28.3,38.1,56.6,49.7,68.1
351–400,Hofstra University,42.4–44.4,38.4,13.2,79.3,34.4,29.8
351–400,University of Iceland,42.4–44.4,19.5,30.0,75.0,62.7,63.6
351–400,IMT Atlantique,42.4–44.4,34.4,28.5,53.1,91.6,75.2
351–400,Indian Institute of Technology Indore,42.4–44.4,32.5,23.7,77.1,39.9,19.7
351–400,Iowa State University,42.4–44.4,29.5,33.0,60.5,49.6,56.7
351–400,Jordan University of Science and Technology,42.4–44.4,15.8,9.0,100.0,40.2,62.3
351–400,Justus Liebig University Giessen,42.4–44.4,37.7,34.1,53.8,41.6,53.9
351–400,University of Kent,42.4–44.4,24.1,28.4,67.9,35.0,91.5
351–400,Khalifa University,42.4–44.4,27.7,32.9,54.0,100.0,95.4
351–400,Loughborough University,42.4–44.4,33.8,34.3,52.9,39.0,80.1
351–400,University of Manitoba,42.4–44.4,28.0,30.8,69.9,36.5,53.4
351–400,Nankai University,42.4–44.4,35.7,21.8,75.8,41.5,35.4
351–400,University of Naples Federico II,42.4–44.4,35.4,23.4,71.9,38.2,31.2
351–400,National Tsing Hua University,42.4–44.4,35.4,46.2,50.1,64.8,36.2
351–400,Northumbria University,42.4–44.4,19.4,18.1,85.6,35.1,72.4
351–400,"University of Occupational and Environmental Health, Japan",42.4–44.4,26.9,9.6,99.8,40.2,18.1
351–400,Örebro University,42.4–44.4,17.6,21.1,88.7,36.0,52.2
351–400,Oregon State University,42.4–44.4,30.9,30.1,67.2,37.7,52.9
351–400,University of Perugia,42.4–44.4,18.6,22.8,87.5,45.2,44.6
351–400,University of Pisa,42.4–44.4,31.2,26.5,74.3,40.5,40.9
351–400,RMIT University,42.4–44.4,25.7,26.1,64.5,42.5,91.8
351–400,University of Salerno,42.4–44.4,20.2,19.5,94.0,37.3,33.9
351–400,SUNY University at Albany,42.4–44.4,24.0,35.4,72.8,40.1,49.6
351–400,University of Stirling,42.4–44.4,23.6,25.3,75.5,35.2,82.1
351–400,Swinburne University of Technology,42.4–44.4,24.5,28.9,66.5,41.0,79.3
351–400,Taipei Medical University,42.4–44.4,28.7,31.8,67.9,94.9,38.0
351–400,TU Dortmund University,42.4–44.4,37.6,41.4,54.2,45.8,42.2
351–400,University of Turku,42.4–44.4,27.1,30.8,73.5,37.3,52.6
351–400,TU Wien,42.4–44.4,38.4,36.8,45.5,63.7,84.0
351–400,Université de Versailles Saint-Quentin-en-Yvelines,42.4–44.4,17.3,21.1,89.9,35.4,64.2
351–400,Washington State University,42.4–44.4,30.7,28.6,71.8,48.4,49.3
351–400,Wayne State University,42.4–44.4,33.3,18.1,83.3,45.4,37.6
351–400,Wuhan University,42.4–44.4,44.0,34.0,52.5,84.7,40.4
401–500,Aberystwyth University,38.8–42.3,24.8,22.9,66.3,39.7,78.1
401–500,The University of Alabama,38.8–42.3,26.9,22.4,77.4,35.3,28.9
401–500,American University,38.8–42.3,40.9,19.5,65.7,39.1,32.3
401–500,Aswan University,38.8–42.3,11.9,8.7,100.0,34.4,44.6
401–500,Bangor University,38.8–42.3,22.4,20.7,66.3,35.7,81.8
401–500,University of Bari Aldo Moro,38.8–42.3,16.7,17.1,87.3,36.2,32.2
401–500,Bond University,38.8–42.3,21.1,19.6,64.6,35.9,89.2
401–500,University of Bordeaux,38.8–42.3,30.0,22.7,66.8,36.4,58.4
401–500,Bournemouth University,38.8–42.3,33.2,18.7,55.5,34.8,79.8
401–500,Universiti Brunei Darussalam,38.8–42.3,23.0,19.3,74.4,34.8,85.8
401–500,Cankaya University,38.8–42.3,14.9,11.4,99.7,34.9,43.2
401–500,Centrale Nantes,38.8–42.3,30.4,29.6,48.6,83.2,84.1
401–500,Central South University,38.8–42.3,32.0,33.9,56.0,84.1,26.0
401–500,Charles University in Prague,38.8–42.3,32.9,25.9,53.0,34.8,58.7
401–500,"City, University of London",38.8–42.3,26.1,27.8,57.7,35.5,94.9
401–500,"Colorado State University, Fort Collins",38.8–42.3,27.8,25.3,64.1,38.4,38.4
401–500,University of Côte d’Azur,38.8–42.3,30.0,18.3,68.5,40.4,83.2
401–500,Covenant University,38.8–42.3,27.2,14.7,78.4,43.8,26.2
401–500,University of Cyprus,38.8–42.3,24.0,24.6,62.3,47.7,81.0
401–500,University of Desarrollo,38.8–42.3,13.5,8.8,99.1,36.8,48.1
401–500,Diego Portales University,38.8–42.3,14.7,10.5,95.3,34.4,50.4
401–500,Drexel University,38.8–42.3,35.8,20.4,64.7,41.5,50.3
401–500,University of Eastern Finland,38.8–42.3,24.7,27.9,70.7,39.2,50.2
401–500,École des Mines de Saint-Étienne,38.8–42.3,35.5,11.7,64.3,47.8,68.5
401–500,Edith Cowan University,38.8–42.3,18.7,21.9,67.8,39.1,82.9
401–500,Federal University of Toulouse Midi-Pyrénées,38.8–42.3,28.5,25.9,60.6,37.0,63.0
401–500,University of Ferrara,38.8–42.3,21.0,20.2,75.0,40.3,45.5
401–500,Free University of Bozen-Bolzano,38.8–42.3,20.6,13.1,77.9,35.4,76.4
401–500,Fujita Health University,38.8–42.3,24.5,9.7,91.1,36.8,18.6
401–500,University of Genoa,38.8–42.3,32.1,23.1,63.8,42.9,43.9
401–500,University of Georgia,38.8–42.3,34.9,35.8,55.8,37.2,46.0
401–500,Georgia State University,38.8–42.3,33.9,27.2,62.9,35.4,41.9
401–500,Gwangju Institute of Science and Technology,38.8–42.3,40.0,39.3,39.3,57.0,33.9
401–500,Harbin Institute of Technology,38.8–42.3,39.5,36.8,44.0,99.3,36.7
401–500,Hokkaido University,38.8–42.3,45.7,40.1,30.0,58.7,39.2
401–500,Hong Kong Baptist University,38.8–42.3,27.9,22.0,58.1,38.4,97.6
401–500,University of Houston,38.8–42.3,33.6,25.9,58.0,36.8,42.5
401–500,Hunan University,38.8–42.3,23.6,24.1,74.9,52.6,22.4
401–500,Indian Institute of Technology Bombay,38.8–42.3,44.7,39.6,34.9,80.3,21.0
401–500,Indian Institute of Technology Delhi,38.8–42.3,48.5,27.9,49.0,73.9,17.6
401–500,Indian Institute of Technology Kharagpur,38.8–42.3,41.3,38.9,39.0,91.9,18.8
401–500,University of Innsbruck,38.8–42.3,27.6,21.8,62.0,43.1,97.4
401–500,ITMO University,38.8–42.3,30.6,28.0,49.8,84.6,62.1
401–500,University of Kansas,38.8–42.3,36.9,22.6,68.3,43.5,35.4
401–500,University of Kentucky,38.8–42.3,37.0,24.9,55.5,38.4,38.0
401–500,University of KwaZulu-Natal,38.8–42.3,25.4,28.7,70.1,36.8,55.0
401–500,Kyushu University,38.8–42.3,44.2,39.2,34.3,75.3,38.8
401–500,Leibniz University Hannover,38.8–42.3,36.8,29.9,46.1,52.3,48.6
401–500,Linköping University,38.8–42.3,22.7,23.6,75.4,48.1,59.3
401–500,Liverpool John Moores University,38.8–42.3,17.7,17.5,78.2,34.9,71.8
401–500,Mansoura University,38.8–42.3,19.1,9.2,88.1,39.6,44.3
401–500,Middlesex University,38.8–42.3,19.4,17.3,74.2,34.6,88.3
401–500,University of Milan-Bicocca,38.8–42.3,23.7,20.2,80.7,39.1,44.3
401–500,University of Missouri-St Louis,38.8–42.3,30.0,24.7,70.3,40.4,40.6
401–500,Mizzou - University of Missouri,38.8–42.3,34.9,24.2,65.7,35.5,39.9
401–500,University of Modena and Reggio Emilia,38.8–42.3,32.1,19.7,69.3,43.5,39.2
401–500,Murdoch University,38.8–42.3,18.5,24.9,61.9,51.0,90.8
401–500,National Research Nuclear University MEPhI,38.8–42.3,37.5,36.1,33.6,100.0,63.7
401–500,University of Nebraska-Lincoln,38.8–42.3,30.1,28.0,63.2,38.6,56.7
401–500,New Mexico Institute of Mining and Technology,38.8–42.3,22.3,14.6,70.6,78.1,62.9
401–500,Norwegian University of Science and Technology,38.8–42.3,26.2,28.3,64.3,38.5,62.2
401–500,Oklahoma State University,38.8–42.3,24.1,21.5,71.1,36.9,44.3
401–500,University of Pavia,38.8–42.3,24.6,25.7,65.5,55.5,47.0
401–500,University of Peradeniya,38.8–42.3,16.5,7.6,100.0,35.4,43.3
401–500,University of the Philippines,38.8–42.3,24.1,17.2,86.9,39.4,37.9
401–500,Polytechnic University of Bari,38.8–42.3,17.3,22.1,84.1,37.1,30.9
401–500,Pontifical Javeriana University,38.8–42.3,15.3,8.9,98.6,34.8,44.6
401–500,University of Porto,38.8–42.3,27.4,27.9,62.1,38.7,53.9
401–500,University of Portsmouth,38.8–42.3,17.8,16.2,71.0,34.9,87.7
401–500,Qatar University,38.8–42.3,19.6,27.2,64.7,49.3,99.6
401–500,Quaid-i-Azam University,38.8–42.3,20.5,18.6,81.5,34.4,45.5
401–500,Rensselaer Polytechnic Institute,38.8–42.3,30.0,28.7,58.9,67.0,52.1
401–500,Royal Veterinary College,38.8–42.3,27.2,18.3,69.1,43.5,86.6
401–500,Sabancı University,38.8–42.3,27.8,35.3,55.8,65.4,52.0
401–500,University of St Gallen,38.8–42.3,30.6,19.6,59.0,43.4,95.7
401–500,University of Saskatchewan,38.8–42.3,35.9,26.9,48.1,59.2,72.6
401–500,Sciences Po,38.8–42.3,29.8,27.0,56.8,38.2,76.0
401–500,Sejong University,38.8–42.3,23.4,20.8,75.4,40.0,42.6
401–500,Semmelweis University,38.8–42.3,26.2,12.3,74.0,36.2,75.0
401–500,University of Siena,38.8–42.3,37.9,21.6,67.6,37.5,43.1
401–500,SOAS University of London,38.8–42.3,41.9,37.7,31.2,34.4,79.5
401–500,University of South Carolina-Columbia,38.8–42.3,33.2,25.5,63.7,36.2,43.2
401–500,University of Strasbourg,38.8–42.3,28.7,21.1,62.3,37.7,71.9
401–500,University of Strathclyde,38.8–42.3,28.3,31.6,51.9,43.6,86.2
401–500,Technion Israel Institute of Technology,38.8–42.3,32.4,31.5,56.8,36.5,63.7
401–500,Teikyo University,38.8–42.3,14.8,10.8,95.9,36.5,19.2
401–500,The University of Texas at San Antonio,38.8–42.3,18.1,21.1,78.0,36.2,36.4
401–500,Tokyo Medical and Dental University (TMDU),38.8–42.3,45.2,24.2,58.1,63.1,27.1
401–500,Tongji University,38.8–42.3,35.5,43.6,34.6,98.2,56.0
401–500,University of Trieste,38.8–42.3,30.1,22.7,66.9,37.7,47.8
401–500,University of Tsukuba,38.8–42.3,43.3,37.2,34.4,44.6,44.3
401–500,The University of Tulsa,38.8–42.3,33.5,16.2,68.9,50.5,39.6
401–500,University of Turin,38.8–42.3,22.6,27.3,75.3,45.4,44.3
401–500,UiT The Arctic University of Norway,38.8–42.3,21.5,18.0,80.0,36.0,64.5
401–500,University of Urbino Carlo Bo,38.8–42.3,17.1,14.6,88.4,37.4,49.8
401–500,University of Valencia,38.8–42.3,24.6,20.8,70.8,37.0,47.0
401–500,Verona University,38.8–42.3,31.5,20.3,63.7,42.4,41.2
401–500,University of Victoria,38.8–42.3,23.6,15.9,70.1,44.9,87.2
401–500,Yasouj University,38.8–42.3,15.1,15.5,91.8,35.7,15.6
401–500,York University,38.8–42.3,28.2,37.6,50.7,45.4,75.0
501–600,University of Alabama in Huntsville,35.3–38.7,22.2,22.4,58.1,68.4,44.9
501–600,Amirkabir University of Technology,35.3–38.7,34.2,31.8,43.2,76.5,21.9
501–600,University of L’Aquila,35.3–38.7,30.8,18.7,65.4,41.4,32.3
501–600,Aston University,35.3–38.7,21.0,24.2,55.1,37.1,92.4
501–600,Universidad Autónoma de Chile,35.3–38.7,12.3,8.9,81.6,34.4,50.7
501–600,Bar-Ilan University,35.3–38.7,29.9,36.5,44.2,46.6,52.9
501–600,Beihang University,35.3–38.7,30.4,34.2,38.1,98.2,28.7
501–600,Bilkent University,35.3–38.7,24.5,24.7,53.1,55.1,62.8
501–600,SUNY Binghamton University,35.3–38.7,22.8,21.9,62.0,36.8,42.7
501–600,Université Bourgogne Franche-Comté (UBFC),35.3–38.7,23.2,13.8,71.1,38.6,52.3
501–600,University of Brescia,35.3–38.7,15.4,17.0,71.2,38.1,43.1
501–600,University of Campinas,35.3–38.7,44.6,38.0,34.8,44.8,30.6
501–600,Carleton University,35.3–38.7,20.2,27.2,57.1,36.1,69.0
501–600,University of Catania,35.3–38.7,33.1,17.7,67.6,36.9,29.8
501–600,Catholic University of the Sacred Heart,35.3–38.7,18.4,20.9,72.6,44.8,45.3
501–600,CentraleSupélec,35.3–38.7,29.4,21.1,48.9,60.9,81.8
501–600,Charles Darwin University,35.3–38.7,19.9,24.3,51.4,45.2,81.1
501–600,Institute of Chemical Technology,35.3–38.7,38.3,24.1,47.1,77.4,14.4
501–600,"China Medical University, Taiwan",35.3–38.7,25.8,32.4,45.9,87.7,31.4
501–600,Chung-Ang University,35.3–38.7,37.9,37.0,25.2,64.6,49.7
501–600,Claude Bernard University Lyon 1,35.3–38.7,26.0,24.0,58.0,38.6,56.7
501–600,Complutense University of Madrid,35.3–38.7,35.4,28.9,47.2,36.1,44.0
501–600,East China Normal University,35.3–38.7,30.5,23.5,50.5,50.6,58.4
501–600,Florida International University,35.3–38.7,30.4,22.6,62.3,38.0,39.7
501–600,University of Graz,35.3–38.7,22.9,18.3,56.1,35.8,76.0
501–600,Graz University of Technology,35.3–38.7,30.5,17.5,50.1,71.5,78.2
501–600,University of Greifswald,35.3–38.7,30.0,22.4,60.2,39.1,47.0
501–600,University of Guelph,35.3–38.7,26.2,29.4,47.4,48.6,57.7
501–600,Hacettepe University,35.3–38.7,28.4,13.1,70.5,37.5,25.0
501–600,University of Haifa,35.3–38.7,26.7,31.9,52.8,36.3,35.9
501–600,Hamburg University of Technology,35.3–38.7,36.2,23.9,42.5,79.1,52.7
501–600,University of Hull,35.3–38.7,22.3,23.0,56.1,36.3,76.5
501–600,University of Ibadan,35.3–38.7,23.4,12.1,77.6,41.4,37.1
501–600,University of Idaho,35.3–38.7,33.3,21.1,53.4,36.2,45.9
501–600,Indian Institute of Technology Gandhinagar,35.3–38.7,21.1,11.5,76.0,45.1,28.0
501–600,Indian Institute of Technology Roorkee,35.3–38.7,38.9,28.2,46.6,72.5,16.5
501–600,University of Insubria,35.3–38.7,18.5,19.5,72.1,36.6,40.2
501–600,University of Jyväskylä,35.3–38.7,26.7,30.8,54.3,35.8,50.7
501–600,Kansai Medical University,35.3–38.7,32.3,8.7,70.0,35.6,17.7
501–600,University of Kashan,35.3–38.7,19.6,18.2,75.2,35.6,18.7
501–600,Keele University,35.3–38.7,20.3,22.4,64.1,35.5,73.8
501–600,King Fahd University of Petroleum and Minerals,35.3–38.7,27.2,15.9,51.7,64.4,78.7
501–600,King Saud University,35.3–38.7,24.6,25.8,49.6,83.4,80.3
501–600,King Saud bin Abdulaziz University for Health Sciences,35.3–38.7,29.9,7.7,67.1,35.8,68.5
501–600,Koç University,35.3–38.7,26.9,34.4,49.2,60.2,49.7
501–600,Lappeenranta-Lahti University of Technology LUT,35.3–38.7,28.3,30.1,43.1,53.8,61.5
501–600,University of Limerick,35.3–38.7,20.1,23.5,54.6,39.2,83.7
501–600,Lincoln University,35.3–38.7,24.4,19.9,47.9,51.5,94.2
501–600,University of Lisbon,35.3–38.7,25.2,29.8,52.7,39.2,53.8
501–600,Louisiana State University,35.3–38.7,34.5,26.3,55.3,35.4,35.5
501–600,Marche Polytechnic University,35.3–38.7,22.1,18.9,65.8,40.8,31.2
501–600,Mashhad University of Medical Sciences,35.3–38.7,28.1,12.3,73.0,34.5,19.9
501–600,Massey University,35.3–38.7,22.9,18.9,49.1,41.5,92.8
501–600,Memorial University of Newfoundland,35.3–38.7,20.5,19.9,57.7,61.0,74.1
501–600,Missouri University of Science and Technology,35.3–38.7,24.2,24.6,59.2,52.9,66.0
501–600,National and Kapodistrian University of Athens,35.3–38.7,21.8,15.0,72.9,55.4,52.0
501–600,National Chiao Tung University,35.3–38.7,35.8,43.3,25.6,87.0,35.9
501–600,National Taiwan University of Science and Technology (Taiwan Tech),35.3–38.7,29.7,41.8,39.5,62.2,40.0
501–600,National Yang-Ming University,35.3–38.7,38.7,18.8,60.0,38.1,21.5
501–600,University of Nebraska Medical Center,35.3–38.7,35.8,12.1,57.5,38.1,43.5
501–600,University of Neuchâtel,35.3–38.7,23.7,29.3,48.3,37.2,90.4
501–600,New Jersey Institute of Technology,35.3–38.7,21.3,19.2,58.2,36.7,76.8
501–600,Northern Arizona University,35.3–38.7,20.2,14.7,82.3,35.1,31.5
501–600,North-West University,35.3–38.7,20.1,17.1,69.9,41.1,43.3
501–600,Norwegian University of Life Sciences,35.3–38.7,26.5,10.5,66.2,39.9,78.4
501–600,Novosibirsk State University,35.3–38.7,42.8,31.9,30.3,35.7,43.8
501–600,The Open University,35.3–38.7,18.2,16.1,66.5,34.8,57.0
501–600,Open University of Catalonia,35.3–38.7,16.5,14.2,74.2,35.8,40.2
501–600,Universidad Peruana Cayetano Heredia,35.3–38.7,17.0,11.3,83.1,34.7,46.4
501–600,Peter the Great St Petersburg Polytechnic University,35.3–38.7,26.2,15.9,61.8,71.2,52.6
501–600,University of Plymouth,35.3–38.7,20.3,19.3,67.5,35.0,70.3
501–600,Polytechnic University of Turin,35.3–38.7,26.2,25.4,55.3,50.8,46.5
501–600,Pontifical Catholic University of Chile,35.3–38.7,24.2,28.3,48.6,64.5,57.1
501–600,Renmin University of China,35.3–38.7,42.5,21.2,47.4,43.9,42.5
501–600,University of Rhode Island,35.3–38.7,23.9,17.7,66.0,34.4,35.4
501–600,University of Rome II – Tor Vergata,35.3–38.7,23.2,17.8,67.1,37.2,51.3
501–600,University of Rome III,35.3–38.7,23.4,22.7,61.2,40.4,41.4
501–600,Rovira i Virgili University,35.3–38.7,23.7,21.0,67.6,36.6,51.1
501–600,San Diego State University,35.3–38.7,23.7,24.4,62.0,35.1,33.9
501–600,Sharif University of Technology,35.3–38.7,28.9,36.7,41.0,99.8,23.7
501–600,Shenzhen University,35.3–38.7,22.3,22.8,70.4,51.4,34.9
501–600,University of Siegen,35.3–38.7,21.3,25.3,57.1,40.2,54.4
501–600,Soochow University,35.3–38.7,23.4,20.8,68.2,37.5,28.3
501–600,South China University of Technology,35.3–38.7,24.0,29.1,61.2,85.4,30.8
501–600,Southeast University,35.3–38.7,29.6,33.4,42.7,97.3,26.9
501–600,Suez Canal University,35.3–38.7,19.9,8.7,82.6,37.9,46.0
501–600,Tehran University of Medical Sciences,35.3–38.7,44.5,16.0,48.0,59.3,22.8
501–600,Tianjin University,35.3–38.7,32.7,35.7,38.8,97.9,26.5
501–600,Tomsk State University,35.3–38.7,41.0,33.7,23.4,53.0,71.6
501–600,Universiti Tunku Abdul Rahman (UTAR),35.3–38.7,14.8,12.2,81.4,38.0,30.3
501–600,University of Udine,35.3–38.7,26.2,16.1,68.7,38.0,41.5
501–600,Victoria University of Wellington,35.3–38.7,23.0,31.8,45.5,57.2,88.7
501–600,University of Waikato,35.3–38.7,20.8,26.3,48.8,43.4,86.2
501–600,The University of the West Indies,35.3–38.7,17.8,11.1,73.4,38.9,57.2
501–600,University of the West of Scotland,35.3–38.7,13.9,13.9,76.8,35.0,74.6
501–600,University of Wisconsin-Milwaukee,35.3–38.7,21.7,22.7,66.9,36.2,33.2
501–600,University of Wuppertal,35.3–38.7,25.0,17.9,60.2,44.5,51.2
501–600,Xiamen University,35.3–38.7,27.3,22.9,57.1,53.3,31.5
501–600,Xi’an Jiaotong University,35.3–38.7,35.1,30.7,41.3,61.4,39.1
501–600,Yokohama City University,35.3–38.7,25.9,8.5,86.2,40.3,20.3
601–800,Åbo Akademi University,28.3–35.2,22.6,29.2,33.1,38.5,66.9
601–800,The University of Aizu,28.3–35.2,20.8,12.5,41.7,36.0,68.3
601–800,University of Alcalá,28.3–35.2,18.5,15.7,43.2,42.5,59.0
601–800,Amedeo Avogadro University of Eastern Piedmont,28.3–35.2,14.7,18.9,66.2,35.1,41.8
601–800,Amrita Vishwa Vidyapeetham,28.3–35.2,26.1,17.0,47.7,82.5,46.2
601–800,"University of the Andes, Colombia",28.3–35.2,21.1,15.9,45.0,37.4,55.7
601–800,Aristotle University of Thessaloniki,28.3–35.2,19.2,16.8,64.3,41.3,41.2
601–800,University of Arkansas,28.3–35.2,26.9,23.0,37.0,39.4,30.9
601–800,Auburn University,28.3–35.2,32.7,21.1,43.3,40.2,43.8
601–800,University of Aveiro,28.3–35.2,24.7,25.5,40.7,41.4,52.5
601–800,University of the Balearic Islands,28.3–35.2,20.3,13.6,59.1,34.7,46.7
601–800,Banaras Hindu University,28.3–35.2,30.8,16.4,46.7,34.6,17.7
601–800,University of the Basque Country,28.3–35.2,22.0,17.1,47.3,37.1,41.5
601–800,Baylor University,28.3–35.2,32.1,18.2,53.9,35.3,33.2
601–800,Beijing Institute of Technology,28.3–35.2,30.6,32.1,32.7,98.1,24.3
601–800,University of Beira Interior,28.3–35.2,17.9,16.5,48.7,34.7,52.7
601–800,Beni-Suef University,28.3–35.2,14.7,7.4,60.8,34.4,45.9
601–800,University of Bergamo,28.3–35.2,19.5,21.0,59.3,40.9,36.6
601–800,Boğaziçi University,28.3–35.2,23.2,21.2,49.4,50.8,41.8
601–800,University of Brighton,28.3–35.2,17.1,14.2,43.4,35.1,75.6
601–800,Ca’ Foscari University of Venice,28.3–35.2,25.1,25.7,36.5,37.1,53.9
601–800,Cairo University,28.3–35.2,21.8,13.7,51.5,35.4,35.3
601–800,University of Calabria,28.3–35.2,17.6,17.5,59.8,87.9,38.3
601–800,University of Central Florida,28.3–35.2,26.5,28.7,49.7,42.6,32.9
601–800,Central Queensland University,28.3–35.2,16.9,12.9,50.2,36.4,60.4
601–800,Chemnitz University of Technology,28.3–35.2,33.0,26.5,26.8,67.8,53.6
601–800,China Agricultural University,28.3–35.2,34.9,26.2,40.7,52.2,22.0
601–800,"China University of Petroleum, Beijing",28.3–35.2,24.0,26.1,39.2,88.0,21.7
601–800,Clemson University,28.3–35.2,25.0,21.2,43.0,40.1,39.2
601–800,University of Clermont Auvergne,28.3–35.2,19.2,10.0,57.0,38.0,61.8
601–800,University of Coimbra,28.3–35.2,23.7,28.1,47.4,41.0,58.7
601–800,COMSATS University Islamabad,28.3–35.2,16.9,9.9,65.5,34.5,45.7
601–800,Concordia University,28.3–35.2,20.9,25.9,46.0,36.9,82.5
601–800,University of Costa Rica,28.3–35.2,16.2,7.9,77.1,34.4,48.2
601–800,Coventry University,28.3–35.2,17.4,12.7,44.1,34.7,89.3
601–800,Creighton University,28.3–35.2,42.0,11.6,41.5,35.7,29.8
601–800,Dalian University of Technology,28.3–35.2,24.6,23.7,40.2,77.1,28.5
601–800,University of Delhi,28.3–35.2,37.6,17.8,42.8,34.5,17.3
601–800,De Montfort University,28.3–35.2,16.9,13.8,50.4,34.6,75.6
601–800,Dublin City University,28.3–35.2,21.0,25.2,49.7,42.8,71.8
601–800,East China University of Science and Technology,28.3–35.2,22.0,19.1,44.0,56.1,17.9
601–800,École Centrale de Lyon,28.3–35.2,31.1,20.2,23.6,59.7,67.2
601–800,École normale supérieure Paris-Saclay,28.3–35.2,36.5,29.6,27.7,51.1,55.3
601–800,University of Electronic Science and Technology of China,28.3–35.2,23.5,22.2,55.1,71.8,28.8
601–800,Eötvös Loránd University,28.3–35.2,21.4,17.7,48.2,35.1,52.6
601–800,Ewha Womans University,28.3–35.2,29.9,30.8,31.4,69.9,46.7
601–800,Federal University of Minas Gerais,28.3–35.2,30.2,17.9,52.0,38.8,29.6
601–800,Universidade Federal do Rio Grande do Sul,28.3–35.2,29.6,18.3,49.3,46.5,26.3
601–800,Universidade Federal de Santa Catarina,28.3–35.2,28.4,13.1,52.6,38.7,29.4
601–800,Universidade Federal de São Paulo (UNIFESP),28.3–35.2,32.6,17.8,43.3,35.7,28.6
601–800,Ferhat Abbas Sétif University 1,28.3–35.2,17.7,7.7,73.0,34.4,41.8
601–800,University of Girona,28.3–35.2,18.9,18.2,57.6,37.4,53.9
601–800,Glasgow Caledonian University,28.3–35.2,15.7,12.2,56.2,35.2,61.1
601–800,University of Granada,28.3–35.2,19.4,20.9,52.0,35.6,48.1
601–800,University of Greenwich,28.3–35.2,17.1,15.2,39.5,35.4,89.4
601–800,University of Hertfordshire,28.3–35.2,17.5,13.0,42.7,35.3,80.1
601–800,Hiroshima University,28.3–35.2,28.9,22.4,31.5,49.9,33.7
601–800,Huazhong Agricultural University,28.3–35.2,21.8,15.1,49.7,43.1,22.5
601–800,University of Huddersfield,28.3–35.2,22.8,20.0,44.8,36.6,72.0
601–800,IDC Herzliya,28.3–35.2,14.1,10.1,62.6,34.4,63.2
601–800,Imam Khomeini International University,28.3–35.2,12.3,8.5,78.0,34.7,20.7
601–800,"Indian Institute of Science Education and Research, Pune",28.3–35.2,31.7,19.5,54.1,35.1,21.5
601–800,Indian Institute of Technology Bhubaneswar,28.3–35.2,27.0,11.3,52.9,35.8,17.1
601–800,Indian Institute of Technology Guwahati,28.3–35.2,33.7,22.0,37.2,41.0,15.3
601–800,Indian Institute of Technology Hyderabad,28.3–35.2,25.3,18.0,52.4,39.4,17.7
601–800,Indian Institute of Technology Kanpur,28.3–35.2,37.8,24.5,35.2,94.3,18.8
601–800,Indian Institute of Technology Madras,28.3–35.2,44.9,30.6,25.4,80.0,19.3
601–800,University of Indonesia,28.3–35.2,38.7,19.2,16.7,81.6,53.7
601–800,University of International Business and Economics,28.3–35.2,25.3,16.1,35.2,35.7,61.5
601–800,University of Ioannina,28.3–35.2,16.5,14.7,60.2,37.3,43.4
601–800,Iran University of Medical Sciences,28.3–35.2,37.7,10.0,52.6,43.4,20.7
601–800,Iran University of Science and Technology,28.3–35.2,27.8,33.0,42.6,96.3,16.8
601–800,ISCTE-University Institute of Lisbon,28.3–35.2,23.0,26.4,29.3,39.8,49.3
601–800,Isfahan University of Technology,28.3–35.2,25.4,23.4,41.7,85.5,22.6
601–800,Istanbul Technical University,28.3–35.2,25.2,28.0,30.2,100.0,26.8
601–800,Jagiellonian University,28.3–35.2,25.5,17.0,61.4,35.3,37.7
601–800,Jamia Millia Islamia,28.3–35.2,29.4,8.7,47.6,35.2,24.9
601–800,Jaume I University,28.3–35.2,22.5,16.3,49.6,37.5,43.5
601–800,Jawaharlal Nehru University,28.3–35.2,43.9,17.3,26.6,43.0,19.3
601–800,Jiangsu Normal University,28.3–35.2,15.1,11.0,60.7,39.7,23.2
601–800,Jikei University School of Medicine,28.3–35.2,28.4,8.6,51.4,38.3,15.9
601–800,University of Johannesburg,28.3–35.2,19.7,25.8,42.5,40.4,69.2
601–800,Johannes Kepler University of Linz,28.3–35.2,28.1,19.7,46.8,54.1,64.4
601–800,Kafrelsheikh University,28.3–35.2,13.0,7.9,67.4,38.0,47.1
601–800,University of Kaiserslautern,28.3–35.2,33.6,24.1,41.3,64.5,52.3
601–800,Kansas State University,28.3–35.2,25.0,20.4,45.8,41.9,47.2
601–800,Kazan Federal University,28.3–35.2,28.7,16.9,47.8,40.0,42.6
601–800,Universiti Kebangsaan Malaysia,28.3–35.2,34.2,19.6,32.3,37.1,52.9
601–800,Keio University,28.3–35.2,32.1,25.7,36.8,42.7,31.5
601–800,Kent State University,28.3–35.2,23.6,19.0,55.6,34.8,42.6
601–800,Kindai University,28.3–35.2,20.1,11.4,58.4,38.8,23.0
601–800,King Khalid University,28.3–35.2,21.6,7.1,53.6,34.5,82.7
601–800,Kobe University,28.3–35.2,32.4,22.8,31.1,44.3,28.7
601–800,Konkuk University,28.3–35.2,33.0,37.9,27.5,44.3,47.7
601–800,Kurume University,28.3–35.2,21.5,10.1,54.5,36.5,21.0
601–800,Lakehead University,28.3–35.2,17.6,19.5,46.9,37.3,49.4
601–800,University of La Laguna,28.3–35.2,19.3,11.5,67.8,35.2,46.9
